step,virtual_cumulative_ns,real_cumulative_ns,virtual_delta_ns,real_delta_ns,driver_wall_delta_s
520,52000000000,52000034100,100000000,99985700,0.133696125
521,52100000000,52100028700,100000000,99994600,0.133673416
522,52200000000,52200030100,100000000,100001400,0.133167458
523,52300000000,52299955800,100000000,99925700,0.133917375
524,52400000000,52400040400,100000000,100084600,0.132151125
525,52500000000,52499971000,100000000,99930600,0.133486125
526,52600000000,52599962800,100000000,99991800,0.133887791
527,52700000000,52700020000,100000000,100057200,0.133749500
528,52800000000,52799971700,100000000,99951700,0.133492792
529,52900000000,52901056700,100000000,101085000,0.134887542
530,53000000000,53000845600,100000000,99788900,0.133438750
531,53100000000,53100078400,100000000,99232800,0.132984791
532,53200000000,53199997300,100000000,99918900,0.132968500
533,53300000000,53300028700,100000000,100031400,0.134036417
534,53400000000,53399972500,100000000,99943800,0.134752709
535,53500000000,53499964100,100000000,99991600,0.133520875
536,53600000000,53600037000,100000000,100072900,0.133579208
537,53700000000,53700032700,100000000,99995700,0.134010791
538,53800000000,53799966700,100000000,99934000,0.133767875
539,53900000000,53900035500,100000000,100068800,0.133465625
540,54000000000,54000026800,100000000,99991300,0.133527542
541,54100000000,54100029100,100000000,100002300,0.134088458
542,54200000000,54199957000,100000000,99927900,0.133876834
543,54300000000,54300024500,100000000,100067500,0.133716125
544,54400000000,54400023400,100000000,99998900,0.133324083
545,54500000000,54499963000,100000000,99939600,0.133941542
546,54600000000,54599950500,100000000,99987500,0.133842416
547,54700000000,54699947200,100000000,99996700,0.133926500
548,54800000000,54800049000,100000000,100101800,0.133651500
549,54900000000,54900026100,100000000,99977100,0.133929375
550,55000000000,54999956900,100000000,99930800,0.133391542
551,55100000000,55099952800,100000000,99995900,0.132433333
552,55200000000,55199951900,100000000,99999100,0.133808709
553,55300000000,55300053500,100000000,100101600,0.132718833
554,55400000000,55399954200,100000000,99900700,0.133576792
555,55500000000,55499952100,100000000,99997900,0.133216958
556,55600000000,55599984900,100000000,100032800,0.134055000
557,55700000000,55699957300,100000000,99972400,0.133847417
558,55800000000,55799956900,100000000,99999600,0.133798333
559,55900000000,55899952700,100000000,99995800,0.131906458
560,56000000000,56000047300,100000000,100094600,0.133389000
561,56100000000,56099972400,100000000,99925100,0.133636375
562,56200000000,56200067300,100000000,100094900,0.133814084
563,56300000000,56299946000,100000000,99878700,0.133477625
564,56400000000,56400411200,100000000,100465200,0.133876292
565,56500000000,56500030800,100000000,99619600,0.133204958
566,56600000000,56599958800,100000000,99928000,0.133634000
567,56700000000,56699970400,100000000,100011600,0.133755583
568,56800000000,56799977900,100000000,100007500,0.133852875
569,56900000000,56899954700,100000000,99976800,0.133304000
570,57000000000,57001900000,100000000,101945300,0.135981625
571,57100000000,57099959600,100000000,98059600,0.131186208
572,57200000000,57200220700,100000000,100261100,0.134103500
573,57300000000,57300485600,100000000,100264900,0.134122250
574,57400000000,57400019300,100000000,99533700,0.133213542
575,57500000000,57500035800,100000000,100016500,0.133969625
576,57600000000,57600080100,100000000,100044300,0.133725667
577,57700000000,57699952400,100000000,99872300,0.133252208
578,57800000000,57799953200,100000000,100000800,0.133731583
579,57900000000,57900040200,100000000,100087000,0.133935041
580,58000000000,58000043400,100000000,100003200,0.133737584
581,58100000000,58100035000,100000000,99991600,0.133298458
582,58200000000,58199959800,100000000,99924800,0.133639125
583,58300000000,58300036400,100000000,100076600,0.135185167
584,58400000000,58399954400,100000000,99918000,0.133302333
585,58500000000,58500027700,100000000,100073300,0.133499792
586,58600000000,58599949300,100000000,99921600,0.132166791
587,58700000000,58699955000,100000000,100005700,0.134082916
588,58800000000,58800057200,100000000,100102200,0.133730166
589,58900000000,58900030700,100000000,99973500,0.132480875
590,59000000000,59000084200,100000000,100053500,0.133899791
591,59100000000,59100033200,100000000,99949000,0.133704709
592,59200000000,59200022400,100000000,99989200,0.133809333
593,59300000000,59299972900,100000000,99950500,0.134040750
594,59400000000,59399998400,100000000,100025500,0.133895709
595,59500000000,59499967000,100000000,99968600,0.133327583
596,59600000000,59599957200,100000000,99990200,0.133675417
597,59700000000,59699950200,100000000,99993000,0.133209041
598,59800000000,59799953700,100000000,100003500,0.133757750
599,59900000000,59900028100,100000000,100074400,0.133778459
600,60000000000,59999993900,100000000,99965800,0.133720375
601,60100000000,60099952900,100000000,99959000,0.133298083
602,60200000000,60199941200,100000000,99988300,0.133295375
603,60300000000,60300036000,100000000,100094800,0.133578375
604,60400000000,60399954200,100000000,99918200,0.133692000
605,60500000000,60500030900,100000000,100076700,0.133310125
606,60600000000,60600030900,100000000,100000000,0.133758167
607,60700000000,60700029900,100000000,99999000,0.132217209
608,60800000000,60799948400,100000000,99918500,0.135344042
609,60900000000,60899969400,100000000,100021000,0.133800792
610,61000000000,61000065000,100000000,100095600,0.133593166
611,61100000000,61100029700,100000000,99964700,0.131878500
612,61200000000,61200033700,100000000,100004000,0.133853750
613,61300000000,61299951100,100000000,99917400,0.133740208
614,61400000000,61399985100,100000000,100034000,0.133654667
615,61500000000,61500029800,100000000,100044700,0.133799375
616,61600000000,61600024900,100000000,99995100,0.133358083
617,61700000000,61700051200,100000000,100026300,0.133733334
618,61800000000,61800068700,100000000,100017500,0.133755917
619,61900000000,61900023200,100000000,99954500,0.133561209
620,62000000000,61999969900,100000000,99946700,0.133657166
621,62100000000,62100023700,100000000,100053800,0.133436125
622,62200000000,62200039300,100000000,100015600,0.133449125
623,62300000000,62299965100,100000000,99925800,0.133875667
624,62400000000,62399951100,100000000,99986000,0.133338958
625,62500000000,62500033400,100000000,100082300,0.133524250
626,62600000000,62599966300,100000000,99932900,0.131590084
627,62700000000,62700034900,100000000,100068600,0.134374042
628,62800000000,62800025900,100000000,99991000,0.131992375
629,62900000000,62900031700,100000000,100005800,0.134238791
630,63000000000,63000039500,100000000,100007800,0.133852916
631,63100000000,63099953900,100000000,99914400,0.132183292
632,63200000000,63200062300,100000000,100108400,0.133976500
633,63300000000,63300043500,100000000,99981200,0.133447708
634,63400000000,63399951200,100000000,99907700,0.133044042
635,63500000000,63500026100,100000000,100074900,0.133845042
636,63600000000,63600011800,100000000,99985700,0.133358291
637,63700000000,63699982200,100000000,99970400,0.133540125
638,63800000000,63800031200,100000000,100049000,0.133723167
639,63900000000,63900026900,100000000,99995700,0.133867791
640,64000000000,63999958100,100000000,99931200,0.133892167
641,64100000000,64100035500,100000000,100077400,0.134080625
642,64200000000,64199958400,100000000,99922900,0.133477250
643,64300000000,64300126100,100000000,100167700,0.135965709
644,64400000000,64400047100,100000000,99921000,0.133446750
645,64500000000,64499959300,100000000,99912200,0.133696583
646,64600000000,64599944000,100000000,99984700,0.133040792
647,64700000000,64700034600,100000000,100090600,0.133667125
648,64800000000,64800054800,100000000,100020200,0.133713166
649,64900000000,64900054800,100000000,100000000,0.133520958
650,65000000000,64999992300,100000000,99937500,0.133236375
651,65100000000,65100052600,100000000,100060300,0.132050667
652,65200000000,65199959300,100000000,99906700,0.132536125
653,65300000000,65300075500,100000000,100116200,0.132264542
654,65400000000,65399956200,100000000,99880700,0.133824000
655,65500000000,65500029000,100000000,100072800,0.133715875
656,65600000000,65599966400,100000000,99937400,0.133634708
657,65700000000,65700030400,100000000,100064000,0.133364875
658,65800000000,65799959300,100000000,99928900,0.133214917
659,65900000000,65899945900,100000000,99986600,0.133342125
660,66000000000,66000060000,100000000,100114100,0.133987083
661,66100000000,66100028800,100000000,99968800,0.133226875
662,66200000000,66200032900,100000000,100004100,0.134143125
663,66300000000,66300020000,100000000,99987100,0.133576000
664,66400000000,66400083400,100000000,100063400,0.133967083
665,66500000000,66499971700,100000000,99888300,0.134103917
666,66600000000,66599955200,100000000,99983500,0.133791625
667,66700000000,66699971500,100000000,100016300,0.133276375
668,66800000000,66799953300,100000000,99981800,0.133782709
669,66900000000,66900029800,100000000,100076500,0.133891750
670,67000000000,66999993000,100000000,99963200,0.133051583
671,67100000000,67100091900,100000000,100098900,0.133243917
672,67200000000,67199991200,100000000,99899300,0.133779167
673,67300000000,67299963800,100000000,99972600,0.131867084
674,67400000000,67399979100,100000000,100015300,0.133663708
675,67500000000,67499951100,100000000,99972000,0.133322833
676,67600000000,67600041700,100000000,100090600,0.133367750
677,67700000000,67700035300,100000000,99993600,0.134082291
678,67800000000,67800036500,100000000,100001200,0.133785584
679,67900000000,67899963500,100000000,99927000,0.133571542
680,68000000000,68000029700,100000000,100066200,0.133873000
681,68100000000,68099953400,100000000,99923700,0.133690250
682,68200000000,68199971600,100000000,100018200,0.133638542
683,68300000000,68299973800,100000000,100002200,0.133783167
684,68400000000,68400019400,100000000,100045600,0.133915750
685,68500000000,68499953800,100000000,99934400,0.133119833
686,68600000000,68599964300,100000000,100010500,0.131795042
687,68700000000,68699983900,100000000,100019600,0.133788542
688,68800000000,68800124400,100000000,100140500,0.134187041
689,68900000000,68899959400,100000000,99835000,0.133487459
690,69000000000,69000025200,100000000,100065800,0.133325417
691,69100000000,69100035100,100000000,100009900,0.133756667
692,69200000000,69199951900,100000000,99916800,0.133918167
693,69300000000,69300030200,100000000,100078300,0.133482958
694,69400000000,69400049400,100000000,100019200,0.133874125
695,69500000000,69500048900,100000000,99999500,0.134004833
696,69600000000,69600028400,100000000,99979500,0.132544458
697,69700000000,69700055700,100000000,100027300,0.134816625
698,69800000000,69800024400,100000000,99968700,0.133876667
699,69900000000,69900024200,100000000,99999800,0.133494375
700,70000000000,70000033700,100000000,100009500,0.133153458
701,70100000000,70100036700,100000000,100003000,0.132243542
702,70200000000,70199945900,100000000,99909200,0.133284250
703,70300000000,70300025200,100000000,100079300,0.132959959
704,70400000000,70399950600,100000000,99925400,0.133580791
705,70500000000,70500539000,100000000,100588400,0.133828709
706,70600000000,70600031700,100000000,99492700,0.132921042
707,70700000000,70699961500,100000000,99929800,0.133747500
708,70800000000,70800035400,100000000,100073900,0.133713750
709,70900000000,70899977500,100000000,99942100,0.133602792
710,71000000000,71000073800,100000000,100096300,0.133821708
711,71100000000,71099949700,100000000,99875900,0.133076459
712,71200000000,71199969800,100000000,100020100,0.133780875
713,71300000000,71300054400,100000000,100084600,0.133889208
714,71400000000,71400037400,100000000,99983000,0.133734500
715,71500000000,71500021900,100000000,99984500,0.133241209
716,71600000000,71600033800,100000000,100011900,0.133277500
717,71700000000,71700032200,100000000,99998400,0.133749958
718,71800000000,71799957500,100000000,99925300,0.132836500
719,71900000000,71899964100,100000000,100006600,0.133824042
720,72000000000,72000011400,100000000,100047300,0.134681083
721,72100000000,72100027500,100000000,100016100,0.133296333
722,72200000000,72199963200,100000000,99935700,0.133666958
723,72300000000,72300035000,100000000,100071800,0.133857542
724,72400000000,72400042400,100000000,100007400,0.133823042
725,72500000000,72499975500,100000000,99933100,0.131810333
726,72600000000,72599976300,100000000,100000800,0.134120167
727,72700000000,72700036700,100000000,100060400,0.133765167
728,72800000000,72800029200,100000000,99992500,0.133775083
729,72900000000,72899957500,100000000,99928300,0.133758083
730,73000000000,72999966000,100000000,100008500,0.133966917
731,73100000000,73100036800,100000000,100070800,0.133406333
732,73200000000,73200033600,100000000,99996800,0.134158167
733,73300000000,73299965800,100000000,99932200,0.133291334
734,73400000000,73399995600,100000000,100029800,0.133844500
735,73500000000,73500030100,100000000,100034500,0.133758667
736,73600000000,73600032000,100000000,100001900,0.133285333
737,73700000000,73699960200,100000000,99928200,0.133311166
738,73800000000,73799979700,100000000,100019500,0.133939834
739,73900000000,73899959400,100000000,99979700,0.133692583
740,74000000000,74000404900,100000000,100445500,0.132389833
741,74100000000,74100032700,100000000,99627800,0.133265792
742,74200000000,74200026200,100000000,99993500,0.133588500
743,74300000000,74299962100,100000000,99935900,0.134106834
744,74400000000,74400029000,100000000,100066900,0.133252375
745,74500000000,74499954600,100000000,99925600,0.133738000
746,74600000000,74599956600,100000000,100002000,0.133345667
747,74700000000,74702168400,100000000,102211800,0.135892208
748,74800000000,74799942200,100000000,97773800,0.133985125
749,74900000000,74900035300,100000000,100093100,0.133834958
750,75000000000,75000043800,100000000,100008500,0.133603583
751,75100000000,75100042900,100000000,99999100,0.133529459
752,75200000000,75200032700,100000000,99989800,0.133814209
753,75300000000,75299951900,100000000,99919200,0.133720083
754,75400000000,75400052900,100000000,100101000,0.133864625
755,75500000000,75499991900,100000000,99939000,0.133706709
756,75600000000,75600067500,100000000,100075600,0.132877959
757,75700000000,75699990500,100000000,99923000,0.133899208
758,75800000000,75800208400,100000000,100217900,0.131798875
759,75900000000,75899965100,100000000,99756700,0.131831375
760,76000000000,75999981500,100000000,100016400,0.134064708
761,76100000000,76099993200,100000000,100011700,0.134061292
762,76200000000,76199997800,100000000,100004600,0.132605750
763,76300000000,76300804800,100000000,100807000,0.133233208
764,76400000000,76400058000,100000000,99253200,0.131744000
765,76500000000,76500052900,100000000,99994900,0.132291666
766,76600000000,76600059200,100000000,100006300,0.132149875
767,76700000000,76700041900,100000000,99982700,0.132137291
768,76800000000,76799953100,100000000,99911200,0.132618583
769,76900000000,76900035700,100000000,100082600,0.133150709
770,77000000000,77000062100,100000000,100026400,0.132466834
771,77100000000,77100130200,100000000,100068100,0.132185708
772,77200000000,77200543500,100000000,100413300,0.134602042
773,77300000000,77300042300,100000000,99498800,0.132430917
774,77400000000,77400139700,100000000,100097400,0.132523333
775,77500000000,77500072900,100000000,99933200,0.132432167
776,77600000000,77599968200,100000000,99895300,0.132642333
777,77700000000,77699951200,100000000,99983000,0.132417209
778,77800000000,77800070700,100000000,100119500,0.132225000
779,77900000000,77900032600,100000000,99961900,0.134176958
780,78000000000,77999998300,100000000,99965700,0.133918500
781,78100000000,78100059200,100000000,100060900,0.134056583
782,78200000000,78200057200,100000000,99998000,0.132641625
783,78300000000,78300081300,100000000,100024100,0.132393083
784,78400000000,78400056400,100000000,99975100,0.133100333
785,78500000000,78499974900,100000000,99918500,0.133916083
786,78600000000,78600133700,100000000,100158800,0.132502792
787,78700000000,78700047900,100000000,99914200,0.132102250
788,78800000000,78800066400,100000000,100018500,0.132529084
789,78900000000,78900401700,100000000,100335300,0.132700459
790,79000000000,79010224100,100000000,109822400,0.142636666
791,79100000000,79100028700,100000000,89804600,0.123642875
792,79200000000,79199971400,100000000,99942700,0.133972375
793,79300000000,79299955800,100000000,99984400,0.133693792
794,79400000000,79400332600,100000000,100376800,0.133742583
795,79500000000,79500044500,100000000,99711900,0.133199083
796,79600000000,79600022900,100000000,99978400,0.133076333
797,79700000000,79700051700,100000000,100028800,0.133451791
798,79800000000,79799980400,100000000,99928700,0.133727916
799,79900000000,79900013900,100000000,100033500,0.133563125
800,80000000000,80000027200,100000000,100013300,0.133868167
801,80100000000,80099950200,100000000,99923000,0.133247875
802,80200000000,80200081300,100000000,100131100,0.133820167
803,80300000000,80300051000,100000000,99969700,0.133388125
804,80400000000,80399943700,100000000,99892700,0.133890291
805,80500000000,80500047200,100000000,100103500,0.133673583
806,80600000000,80600023100,100000000,99975900,0.133884917
807,80700000000,80700063400,100000000,100040300,0.133891875
808,80800000000,80799967100,100000000,99903700,0.132907167
809,80900000000,80899944900,100000000,99977800,0.133708250
810,81000000000,81000052000,100000000,100107100,0.132591958
811,81100000000,81100041900,100000000,99989900,0.133311292
812,81200000000,81200365200,100000000,100323300,0.133086959
813,81300000000,81300031500,100000000,99666300,0.133455166
814,81400000000,81400858900,100000000,100827400,0.134280458
815,81500000000,81499992200,100000000,99133300,0.132610625
816,81600000000,81599957700,100000000,99965500,0.133284250
817,81700000000,81699992900,100000000,100035200,0.135714208
818,81800000000,81800038600,100000000,100045700,0.131905375
819,81900000000,81900078800,100000000,100040200,0.134186917
820,82000000000,82000026400,100000000,99947600,0.133930625
821,82100000000,82100046000,100000000,100019600,0.133915209
822,82200000000,82200039000,100000000,99993000,0.133409250
823,82300000000,82299958200,100000000,99919200,0.133817250
824,82400000000,82399954100,100000000,99995900,0.133519875
825,82500000000,82500025200,100000000,100071100,0.134127375
826,82600000000,82599974800,100000000,99949600,0.133572250
827,82700000000,82700057400,100000000,100082600,0.134118667
828,82800000000,82800039700,100000000,99982300,0.133842916
829,82900000000,82900073900,100000000,100034200,0.133855208
830,83000000000,82999952900,100000000,99879000,0.133871000
831,83100000000,83100032200,100000000,100079300,0.133660750
832,83200000000,83200053900,100000000,100021700,0.133447500
833,83300000000,83299978200,100000000,99924300,0.133680167
834,83400000000,83400062800,100000000,100084600,0.133719208
835,83500000000,83500033700,100000000,99970900,0.134724875
836,83600000000,83600035200,100000000,100001500,0.132191416
837,83700000000,83699962500,100000000,99927300,0.133487917
838,83800000000,83799974600,100000000,100012100,0.133541542
839,83900000000,83899963900,100000000,99989300,0.133797792
840,84000000000,84000037400,100000000,100073500,0.133632167
841,84100000000,84099986800,100000000,99949400,0.133233958
842,84200000000,84200035100,100000000,100048300,0.133476542
843,84300000000,84299959600,100000000,99924500,0.133515375
844,84400000000,84399987300,100000000,100027700,0.133376708
845,84500000000,84499985100,100000000,99997800,0.133806083
846,84600000000,84599993800,100000000,100008700,0.133995167
847,84700000000,84699993100,100000000,99999300,0.132036333
848,84800000000,84800005700,100000000,100012600,0.134295583
849,84900000000,84899971100,100000000,99965400,0.133905042
850,85000000000,84999962100,100000000,99991000,0.133649250
851,85100000000,85100006300,100000000,100044200,0.131572000
852,85200000000,85200038000,100000000,100031700,0.134325917
853,85300000000,85300043100,100000000,100005100,0.133897166
854,85400000000,85399938700,100000000,99895600,0.133590084
855,85500000000,85500028900,100000000,100090200,0.132374458
856,85600000000,85599951800,100000000,99922900,0.134037500
857,85700000000,85699956300,100000000,100004500,0.131983416
858,85800000000,85800035200,100000000,100078900,0.134176541
859,85900000000,85900041200,100000000,100006000,0.133468542
860,86000000000,85999964700,100000000,99923500,0.133716333
861,86100000000,86100027700,100000000,100063000,0.133785917
862,86200000000,86200094500,100000000,100066800,0.133810625
863,86300000000,86300018100,100000000,99923600,0.133741250
864,86400000000,86399966600,100000000,99948500,0.133668541
865,86500000000,86500046400,100000000,100079800,0.133393792
866,86600000000,86600564600,100000000,100518200,0.134228417
867,86700000000,86700289900,100000000,99725300,0.133931417
868,86800000000,86799965400,100000000,99675500,0.132274083
869,86900000000,86900053800,100000000,100088400,0.133320583
870,87000000000,86999981800,100000000,99928000,0.133723333
871,87100000000,87100032300,100000000,100050500,0.133414333
872,87200000000,87201443300,100000000,101411000,0.134773416
873,87300000000,87300006700,100000000,98563400,0.132284791
874,87400000000,87399948400,100000000,99941700,0.133194166
875,87500000000,87499982900,100000000,100034500,0.133761625
876,87600000000,87599981400,100000000,99998500,0.133684292
877,87700000000,87700053800,100000000,100072400,0.133168125
878,87800000000,87799997700,100000000,99943900,0.133330916
879,87900000000,87900026800,100000000,100029100,0.132050917
880,88000000000,88000409600,100000000,100382800,0.134221000
881,88100000000,88100007200,100000000,99597600,0.131732791
882,88200000000,88200005000,100000000,99997800,0.132413625
883,88300000000,88300084200,100000000,100079200,0.132673666
884,88400000000,88400149800,100000000,100065600,0.132222208
885,88500000000,88500257200,100000000,100107400,0.134157375
886,88600000000,88599957300,100000000,99700100,0.133427083
887,88700000000,88699993500,100000000,100036200,0.134087791
888,88800000000,88800036600,100000000,100043100,0.133581209
889,88900000000,88899984100,100000000,99947500,0.131883375
890,89000000000,89003862100,100000000,103878000,0.137902458
891,89100000000,89100046700,100000000,96184600,0.129963375
892,89200000000,89200128500,100000000,100081800,0.133421667
893,89300000000,89300042900,100000000,99914400,0.133480583
894,89400000000,89400159200,100000000,100116300,0.133688333
895,89500000000,89499996900,100000000,99837700,0.133918958
896,89600000000,89600112800,100000000,100115900,0.133810959
897,89700000000,89700013700,100000000,99900900,0.133627542
898,89800000000,89799973100,100000000,99959400,0.133708750
899,89900000000,89899958900,100000000,99985800,0.133113583
900,90000000000,89999931600,100000000,99972700,0.133712041
901,90100000000,90100042100,100000000,100110500,0.133853250
902,90200000000,90200125700,100000000,100083600,0.133484375
903,90300000000,90299955400,100000000,99829700,0.132582000
904,90400000000,90399952000,100000000,99996600,0.133585667
905,90500000000,90499988700,100000000,100036700,0.133714458
906,90600000000,90600050000,100000000,100061300,0.133311458
907,90700000000,90700054500,100000000,100004500,0.133351084
908,90800000000,90799976000,100000000,99921500,0.134297417
909,90900000000,90900029800,100000000,100053800,0.132596292
910,91000000000,91000037900,100000000,100008100,0.133550333
911,91100000000,91100091600,100000000,100053700,0.132483375
912,91200000000,91199957700,100000000,99866100,0.132770167
913,91300000000,91299959500,100000000,100001800,0.134200625
914,91400000000,91400038700,100000000,100079200,0.133602000
915,91500000000,91499959900,100000000,99921200,0.133737916
916,91600000000,91600055200,100000000,100095300,0.132502458
917,91700000000,91700013200,100000000,99958000,0.133850417
918,91800000000,91799957500,100000000,99944300,0.133203791
919,91900000000,91900132400,100000000,100174900,0.133530500
920,92000000000,92000643400,100000000,100511000,0.134227750
921,92100000000,92099943700,100000000,99300300,0.133153667
922,92200000000,92199960900,100000000,100017200,0.133415333
923,92300000000,92299998400,100000000,100037500,0.133152792
924,92400000000,92400051700,100000000,100053300,0.133751625
925,92500000000,92500027700,100000000,99976000,0.133708083
926,92600000000,92600072700,100000000,100045000,0.131787000
927,92700000000,92699956800,100000000,99884100,0.132170500
928,92800000000,92799957800,100000000,100001000,0.133874042
929,92900000000,92899958200,100000000,100000400,0.133531084
930,93000000000,93000066900,100000000,100108700,0.134146208
931,93100000000,93100237400,100000000,100170500,0.133354666
932,93200000000,93199953900,100000000,99716500,0.133638250
933,93300000000,93300003000,100000000,100049100,0.133783125
934,93400000000,93400047500,100000000,100044500,0.133572833
935,93500000000,93499975700,100000000,99928200,0.133350167
936,93600000000,93600027900,100000000,100052200,0.133909333
937,93700000000,93699980900,100000000,99953000,0.133766958
938,93800000000,93799991400,100000000,100010500,0.133399959
939,93900000000,93900045700,100000000,100054300,0.133771542
940,94000000000,93999968400,100000000,99922700,0.133829833
941,94100000000,94100054000,100000000,100085600,0.132958750
942,94200000000,94201023400,100000000,100969400,0.134368709
943,94300000000,94300025700,100000000,99002300,0.132990291
944,94400000000,94400209700,100000000,100184000,0.134247709
945,94500000000,94500061900,100000000,99852200,0.133735500
946,94600000000,94599954800,100000000,99892900,0.133536208
947,94700000000,94700047300,100000000,100092500,0.133565333
948,94800000000,94799990100,100000000,99942800,0.133680041
949,94900000000,94899990900,100000000,100000800,0.133492000
950,95000000000,94999945200,100000000,99954300,0.133187458
951,95100000000,95099954900,100000000,100009700,0.133390833
952,95200000000,95199964100,100000000,100009200,0.133435375
953,95300000000,95299960500,100000000,99996400,0.133798000
954,95400000000,95400036300,100000000,100075800,0.136136667
955,95500000000,95500031100,100000000,99994800,0.133809833
956,95600000000,95600029700,100000000,99998600,0.132122334
957,95700000000,95700039700,100000000,100010000,0.133313334
958,95800000000,95799974700,100000000,99935000,0.132614083
959,95900000000,95900025300,100000000,100050600,0.133783125
960,96000000000,95999984400,100000000,99959100,0.134036792
961,96100000000,96100027500,100000000,100043100,0.133447250
962,96200000000,96200035900,100000000,100008400,0.133666625
963,96300000000,96299978400,100000000,99942500,0.132541667
964,96400000000,96400033200,100000000,100054800,0.133672084
965,96500000000,96499972500,100000000,99939300,0.133804833
966,96600000000,96599962900,100000000,99990400,0.133359292
967,96700000000,96700047100,100000000,100084200,0.133665375
968,96800000000,96800029800,100000000,99982700,0.133330292
969,96900000000,96900065400,100000000,100035600,0.132236542
970,97000000000,97000063900,100000000,99998500,0.136127833
971,97100000000,97100030500,100000000,99966600,0.134277459
972,97200000000,97200046500,100000000,100016000,0.133829334
973,97300000000,97299972400,100000000,99925900,0.133682334
974,97400000000,97400033200,100000000,100060800,0.134114042
975,97500000000,97499960900,100000000,99927700,0.132981416
976,97600000000,97599956200,100000000,99995300,0.133733417
977,97700000000,97699986900,100000000,100030700,0.133743708
978,97800000000,97800046300,100000000,100059400,0.133854500
979,97900000000,97899983700,100000000,99937400,0.133233541
980,98000000000,98000033400,100000000,100049700,0.133334042
981,98100000000,98100010900,100000000,99977500,0.133309542
982,98200000000,98200021300,100000000,100010400,0.133492708
983,98300000000,98299978700,100000000,99957400,0.133317750
984,98400000000,98399973400,100000000,99994700,0.131620375
985,98500000000,98500038200,100000000,100064800,0.132321333
986,98600000000,98600001400,100000000,99963200,0.133727375
987,98700000000,98699991400,100000000,99990000,0.133152125
988,98800000000,98799975300,100000000,99983900,0.133676500
989,98900000000,98899977200,100000000,100001900,0.133686542
990,99000000000,99000083000,100000000,100105800,0.134083209
991,99100000000,99100034100,100000000,99951100,0.133624459
992,99200000000,99199955200,100000000,99921100,0.133313209
993,99300000000,99299956600,100000000,100001400,0.133769916
994,99400000000,99399958700,100000000,100002100,0.133744583
995,99500000000,99500045400,100000000,100086700,0.133805791
996,99600000000,99600033800,100000000,99988400,0.132131750
997,99700000000,99700040400,100000000,100006600,0.133938542
998,99800000000,99800035000,100000000,99994600,0.134838000
999,99900000000,99900056000,100000000,100021000,0.133704792
1000,100000000000,99999994800,100000000,99938800,0.133920792
